"","SampleName","Reef","Site","Habitat","Pale","Group","Well","Temperature","T1_Fm","T2_PAR1","T2_PAR2","T2_PAR3","T2_PAR4","T2_PAR5","T2_PAR6","T2_PAR7","T2_PAR8","T2_PAR9","T2_PAR10","T2_PAR11","T2_PAR12","T2_PAR13","T2_PAR14","T2_PAR15","T2_ETR1","T2_ETR2","T2_ETR3","T2_ETR4","T2_ETR5","T2_ETR6","T2_ETR7","T2_ETR8","T2_ETR9","T2_ETR10","T2_ETR11","T2_ETR12","T2_ETR13","T2_ETR14","T2_ETR15","T2_QY_Lss1","T2_QY_Lss2","T2_QY_Lss3","T2_QY_Lss4","T2_QY_Lss5","T2_QY_Lss6","T2_QY_Lss7","T2_QY_Lss8","T2_QY_Lss9","T2_QY_Lss10","T2_QY_Lss11","T2_QY_Lss12","T2_QY_Lss13","T2_QY_Lss14","T2_QY_Lss15","T2_NPQ_Lss1","T2_NPQ_Lss2","T2_NPQ_Lss3","T2_NPQ_Lss4","T2_NPQ_Lss5","T2_NPQ_Lss6","T2_NPQ_Lss7","T2_NPQ_Lss8","T2_NPQ_Lss9","T2_NPQ_Lss10","T2_NPQ_Lss11","T2_NPQ_Lss12","T2_NPQ_Lss13","T2_NPQ_Lss14","T2_NPQ_Lss15","T3_Fv/Fm_Lss1","T3_Fm","T3_QY_max"
"218","LI F17","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",2,29.5,7683.08,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,12.5037,30.6094,50.9646,63.6414,75.6425,92.8733,101.2153,99.3916,103.3634,151.0198,108.8406,182.5288,167.7548,98.0023,71.4472,0.53,0.43,0.42,0.38,0.35,0.35,0.32,0.28,0.25,0.33,0.22,0.33,0.28,0.15,0.1,0.05,0.22,0.26,0.34,0.41,0.53,0.59,0.8,0.96,1.16,1.3,1.56,1.74,1.86,2.01,0.59,4669.03,0.59
"219","LI F17","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",3,31.5,5786.57,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,12.7549,30.62,50.1972,63.6737,75.3818,93.0085,98.5202,97.5467,106.563,154.487,100.0287,181.4199,169.2358,96.3131,70.8421,0.54,0.43,0.42,0.38,0.35,0.35,0.31,0.27,0.26,0.34,0.2,0.33,0.28,0.15,0.1,0.04,0.18,0.21,0.27,0.34,0.43,0.5,0.67,0.78,0.93,1.12,1.26,1.42,1.59,1.71,0.58,3109.56,0.59
"220","LI F17","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",4,34.5,9652.88,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,11.0548,23.3638,37.6479,49.1509,58.7218,72.0569,77.6874,76.9798,84.3878,116.9473,82.5143,139.3122,123.9641,74.6108,54.9513,0.47,0.32,0.31,0.29,0.27,0.27,0.25,0.21,0.21,0.26,0.16,0.25,0.21,0.11,0.08,0.1,0.32,0.39,0.45,0.51,0.59,0.67,0.85,0.97,1.15,1.29,1.46,1.6,1.68,1.77,0.52,4852.26,0.53
"221","LI F17","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",5,35.75,8078.52,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,7.7457,12.3107,22.2007,19.2723,19.9837,32.7969,23.9111,13.5801,26.1492,89.2309,17.5536,152.5961,123.78,22.6033,-11.6066,0.33,0.17,0.18,0.11,0.09,0.12,0.08,0.04,0.06,0.19,0.03,0.28,0.21,0.03,-0.02,0.22,0.55,0.66,0.88,1,1.09,1.15,1.28,1.23,1.27,1.32,1.27,1.36,1.41,1.46,0.33,3875.2,0.33
"222","LI F17","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",6,37,6386.84,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,3.5391,-0.0042,3.9129,-1.8104,-7.3196,2.7666,3.3805,-9.9382,-6.8454,57.9528,-4.9062,95.9104,72.4411,-10.345,-43.0073,0.15,0,0.03,-0.01,-0.03,0.01,0.01,-0.03,-0.02,0.13,-0.01,0.17,0.12,-0.02,-0.06,0.01,0.07,0.06,0.12,0.18,0.25,0.27,0.39,0.45,0.54,0.6,0.73,0.84,0.9,0.99,0.07,2342.63,0.07
"223","LI F18","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",1,24.5,5905.83,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,12.7158,31.2827,47.7614,54.1686,60.4361,70.2239,74.5443,71.8583,72.2179,120.3968,73.4814,152.8,131.7889,65.9583,48.104,0.54,0.44,0.4,0.32,0.28,0.27,0.24,0.2,0.18,0.26,0.15,0.28,0.22,0.1,0.07,0.04,0.2,0.28,0.43,0.56,0.72,0.79,0.99,1.12,1.3,1.4,1.64,1.81,1.83,1.94,0.58,3981.25,0.58
"224","LI F18","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",2,29.5,6518.08,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,12.5509,30.0896,50.1817,55.9997,59.2228,74.1437,75.6334,67.3361,69.6886,148.4672,72.5293,198.388,160.721,63.517,29.684,0.53,0.42,0.42,0.33,0.27,0.28,0.24,0.19,0.17,0.32,0.14,0.36,0.27,0.1,0.04,0.06,0.27,0.31,0.47,0.61,0.78,0.83,1.08,1.2,1.36,1.49,1.75,1.98,1.95,2.05,0.58,3458.86,0.58
"225","LI F18","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",3,31.5,8063.12,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,12.2501,28.2464,44.6005,53.2171,60.4736,72.8934,78.5778,78.2151,81.9613,119.265,84.5824,140.7959,131.3389,75.876,60.9398,0.52,0.39,0.37,0.32,0.28,0.28,0.25,0.22,0.2,0.26,0.17,0.25,0.22,0.12,0.09,0.06,0.28,0.36,0.48,0.59,0.72,0.8,0.99,1.11,1.26,1.35,1.52,1.63,1.73,1.81,0.57,4413.7,0.57
"226","LI F18","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",4,34.5,5433.86,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,9.2595,18.6948,34.9564,38.7784,42.3378,60.3079,61.6151,54.3653,59.4378,122.8499,57.4717,162.2109,152.3612,75.0061,29.5819,0.39,0.26,0.29,0.23,0.2,0.23,0.2,0.15,0.15,0.27,0.11,0.29,0.25,0.12,0.04,0.1,0.34,0.39,0.57,0.71,0.87,0.98,1.27,1.4,1.58,1.75,1.96,2.08,2.21,2.38,0.42,2040.52,0.43
"227","LI F18","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",5,35.75,8572.04,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,6.6628,7.9143,13.3674,10.6653,8.9386,18.6239,10.4014,2.1036,9.5803,66.4385,6.2018,113.8551,92.7376,-0.2576,-31.8956,0.28,0.11,0.11,0.06,0.04,0.07,0.03,0.01,0.02,0.15,0.01,0.21,0.15,0,-0.05,0.28,0.63,0.72,0.83,0.89,0.91,0.9,0.96,0.92,0.92,0.92,0.93,0.96,0.98,0.98,0.28,3843.85,0.28
"228","LI F18","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",6,37,6455.83,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,3.3646,0.3245,2.9758,-1.6154,-7.9317,2.9841,-2.9922,-8.9173,-3.9324,39.5903,-2.8389,70.3045,61.0354,-8.9295,-21.5429,0.14,0,0.02,-0.01,-0.04,0.01,-0.01,-0.02,-0.01,0.09,-0.01,0.13,0.1,-0.01,-0.03,0.01,0.07,0.07,0.12,0.2,0.27,0.33,0.43,0.5,0.6,0.67,0.79,0.89,0.97,1.04,0.04,2118.62,0.04
"229","LI F19","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",1,24.5,3983.44,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,11.2689,26.3199,39.8688,52.5842,54.9352,61.9126,81.0833,74.8218,77.8659,110.6141,96.6812,120.8158,107.7745,57.7004,51.1556,0.48,0.37,0.33,0.31,0.25,0.23,0.26,0.21,0.19,0.24,0.19,0.22,0.18,0.09,0.07,0.04,0.19,0.29,0.35,0.52,0.72,0.69,0.92,1.1,1.34,1.29,1.75,1.88,1.82,1.82,0.51,2277.43,0.52
"230","LI F19","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",2,29.5,6938.27,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,10.7592,24.9307,41.7271,51.5755,59.521,72.7062,75.5158,73.8236,84.4285,118.8902,86.3604,152.5931,126.7755,102.275,74.1695,0.45,0.35,0.35,0.31,0.27,0.27,0.24,0.2,0.21,0.26,0.17,0.28,0.21,0.16,0.11,0.07,0.2,0.23,0.34,0.46,0.58,0.72,0.92,1.01,1.16,1.31,1.38,1.57,1.66,1.83,0.53,3845.92,0.54
"231","LI F19","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",3,31.5,3400.84,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,9.3115,18.9565,34.7547,42.0427,52.2929,66.0129,74.692,69.0183,71.8884,156.4271,86.8721,191.6763,191.5201,59.2213,20.8459,0.39,0.26,0.29,0.25,0.24,0.25,0.24,0.19,0.18,0.34,0.17,0.35,0.32,0.09,0.03,0.1,0.35,0.41,0.53,0.63,0.79,0.84,1.04,1.18,1.34,1.44,1.74,1.89,1.98,2.02,0.46,1409.89,0.46
"232","LI F19","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",4,34.5,7421.35,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,9.4349,19.181,33.1142,36.7042,42.1027,54.2338,49.1498,45.5734,55.6027,99.873,52.4984,139.1087,121.8601,68.9641,44.0702,0.4,0.27,0.28,0.22,0.19,0.2,0.16,0.13,0.14,0.22,0.1,0.25,0.2,0.11,0.06,0.11,0.3,0.37,0.52,0.63,0.76,0.93,1.13,1.21,1.35,1.51,1.53,1.66,1.76,1.89,0.44,3372.32,0.45
"233","LI F19","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",5,35.75,5886.57,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,6.26,8.8965,16.2538,16.6036,13.3308,23.7094,25.5032,15.5681,24.7652,83.1697,30.4126,126.0611,93.3919,12.6293,-22.486,0.26,0.12,0.14,0.1,0.06,0.09,0.08,0.04,0.06,0.18,0.06,0.23,0.15,0.02,-0.03,0.24,0.59,0.71,0.84,0.96,1.01,0.98,1.08,1.05,1.09,1.07,1.09,1.17,1.16,1.2,0.29,2825.93,0.29
"234","LI F19","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",6,37,5877.33,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,4.5774,2.3312,5.5029,-1.198,-6.099,4.2628,-5.6295,-12.3374,-5.0127,49.2767,-9.6929,84.5442,59.2489,5.7297,-20.3656,0.19,0.03,0.05,-0.01,-0.03,0.02,-0.02,-0.03,-0.01,0.11,-0.02,0.15,0.1,0.01,-0.03,0.04,0.1,0.06,0.09,0.12,0.15,0.21,0.3,0.34,0.4,0.51,0.55,0.66,0.75,0.86,0.1,2151.88,0.1
"235","LI F20","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",1,24.5,5098.44,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,12.2395,31.4792,45.3099,52.4889,56.7861,60.7397,70.1161,66.3323,66.9914,86.6026,72.0873,118.5997,94.6397,81.7285,65.0734,0.52,0.44,0.38,0.31,0.26,0.23,0.22,0.18,0.16,0.19,0.14,0.21,0.16,0.13,0.09,0.04,0.16,0.26,0.41,0.6,0.81,0.93,1.15,1.33,1.52,1.64,1.81,1.99,1.96,2.09,0.53,2929.47,0.53
"236","LI F20","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",2,29.5,6339.27,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,11.694,28.3941,45.4928,55.0193,60.7145,71.7381,76.743,67.0168,75.7526,129.2164,81.2635,173.5699,154.1791,67.2351,53.6564,0.49,0.39,0.38,0.33,0.28,0.27,0.25,0.19,0.18,0.28,0.16,0.31,0.26,0.1,0.08,0.06,0.19,0.24,0.35,0.5,0.69,0.8,1.04,1.17,1.35,1.43,1.65,1.83,1.85,1.96,0.54,3318.99,0.54
"237","LI F20","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",3,31.5,8630.65,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,10.7607,25.4427,41.1925,49.4682,55.1918,66.368,67.3006,63.2536,69.6911,101.6076,68.3909,122.1187,109.2648,62.8354,54.2524,0.45,0.35,0.34,0.29,0.25,0.25,0.21,0.18,0.17,0.22,0.14,0.22,0.18,0.1,0.08,0.09,0.27,0.34,0.47,0.63,0.78,0.92,1.1,1.21,1.34,1.43,1.57,1.66,1.71,1.77,0.53,4477.58,0.53
"238","LI F20","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",4,34.5,5005.8,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,8.1383,16.1003,30.8661,37.2543,43.4771,55.1627,58.1903,56.6999,60.7884,112.8255,68.1293,155.1781,135.1869,74.2857,51.556,0.34,0.22,0.26,0.22,0.2,0.21,0.19,0.16,0.15,0.25,0.13,0.28,0.22,0.11,0.07,0.1,0.27,0.31,0.4,0.49,0.62,0.73,0.92,1.07,1.21,1.36,1.51,1.7,1.71,1.89,0.44,2230.48,0.44
"239","LI F20","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",5,35.75,6496.37,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,6.1871,9.4139,18.5364,18.5392,20.1391,30.9149,24.2795,19.7657,23.2604,68.4708,23.3524,106.2654,91.5777,19.8983,-10.2074,0.26,0.13,0.15,0.11,0.09,0.12,0.08,0.05,0.06,0.15,0.05,0.19,0.15,0.03,-0.01,0.28,0.63,0.73,0.86,0.96,1.02,1.09,1.18,1.22,1.25,1.29,1.32,1.36,1.39,1.43,0.31,3040.09,0.31
"240","LI F20","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat pale",6,37,7798.38,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,3.342,1.0662,2.5057,-2.9875,-6.0313,0.6981,-4.3962,-10.1656,-7.6497,53.0944,-5.2154,95.1341,78.772,-15.9153,-28.3175,0.14,0.01,0.02,-0.02,-0.03,0,-0.01,-0.03,-0.02,0.12,-0.01,0.17,0.13,-0.02,-0.04,0.05,0.12,0.11,0.13,0.17,0.22,0.26,0.36,0.44,0.53,0.61,0.74,0.86,0.94,1.01,0.11,2585.4,0.11
"241","LI F21","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",1,24.5,8101.71,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.9419,38.3415,60.1119,79.2564,92.697,109.3083,112.7059,120.604,116.5725,116.0736,113.2862,99.3524,109.0082,101.1444,100.4688,0.59,0.53,0.5,0.47,0.43,0.41,0.36,0.33,0.28,0.25,0.22,0.18,0.18,0.16,0.14,0.02,0.06,0.11,0.14,0.22,0.32,0.49,0.66,0.86,1.16,1.29,1.58,1.6,1.8,1.86,0.59,7021.85,0.6
"242","LI F21","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",2,29.5,9683.77,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.2196,35.6029,55.2978,72.3859,84.0032,100.3409,102.0678,109.5431,101.9063,103.7182,100.2403,76.373,97.6107,94.706,83.4744,0.56,0.5,0.46,0.43,0.39,0.38,0.33,0.3,0.25,0.23,0.2,0.14,0.16,0.15,0.12,0.03,0.11,0.16,0.21,0.34,0.48,0.67,0.86,1.07,1.4,1.46,1.78,1.69,1.85,1.91,0.57,7576.28,0.57
"243","LI F21","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",3,31.5,10460.62,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.0326,34.6356,54.2935,71.7092,85.4508,101.0032,99.3233,107.4964,101.228,112.1645,103.5373,74.7472,98.2182,87.9413,86.4138,0.55,0.48,0.45,0.43,0.39,0.38,0.32,0.3,0.25,0.24,0.2,0.13,0.16,0.14,0.12,0.02,0.08,0.11,0.16,0.25,0.39,0.58,0.74,0.95,1.19,1.3,1.6,1.54,1.7,1.76,0.57,8432.82,0.58
"244","LI F21","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",4,34.5,8890.64,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,12.2202,30.7445,48.0695,65.092,81.457,99.3389,96.7681,106.2415,99.1462,116.2016,104.4441,70.5095,97.4034,86.9947,86.275,0.52,0.43,0.4,0.39,0.38,0.38,0.31,0.29,0.24,0.25,0.21,0.13,0.16,0.13,0.12,0.04,0.12,0.17,0.2,0.26,0.36,0.53,0.68,0.88,1.13,1.23,1.57,1.5,1.68,1.74,0.53,5996.52,0.54
"245","LI F21","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",5,35.75,8871.12,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,10.7304,24.3337,36.507,48.975,58.2699,71.7023,67.0734,72.9138,63.3506,67.9781,62.5719,43.3455,56.415,46.2674,50.4571,0.45,0.34,0.3,0.29,0.27,0.27,0.21,0.2,0.15,0.15,0.12,0.08,0.09,0.07,0.07,0.1,0.27,0.39,0.47,0.58,0.68,0.86,0.99,1.15,1.36,1.41,1.59,1.52,1.63,1.62,0.39,6177.33,0.39
"246","LI F21","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",6,37,6685.66,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,6.5993,7.4363,4.5286,4.2225,7.8069,22.995,4.338,14.9804,1.4043,18.4492,9.216,-26.8277,14.4239,2.2113,11.7415,0.28,0.1,0.04,0.03,0.04,0.09,0.01,0.04,0,0.04,0.02,-0.05,0.02,0,0.02,-0.01,0.01,0.05,0.06,0.06,0.07,0.14,0.17,0.24,0.37,0.39,0.58,0.5,0.62,0.64,0.14,3788.3,0.14
"247","LI F22","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",1,24.5,8546.33,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.9179,38.9088,59.0687,73.9502,81.9377,96.8671,96.6448,104.1262,92.2483,89.6358,83.7986,77.1962,89.7052,90.2832,74.8879,0.59,0.54,0.49,0.44,0.38,0.37,0.31,0.29,0.23,0.2,0.17,0.14,0.15,0.14,0.11,0.02,0.04,0.1,0.15,0.23,0.32,0.48,0.62,0.81,1.12,1.17,1.44,1.38,1.53,1.59,0.61,7248.52,0.61
"248","LI F22","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",2,29.5,9001.36,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.5907,37.5972,57.444,74.5111,85.9533,100.7955,104.6371,114.0777,110.8786,114.7312,114.4956,104.8016,114.5713,118.5164,106.2241,0.57,0.52,0.48,0.44,0.4,0.38,0.33,0.32,0.27,0.25,0.23,0.19,0.19,0.18,0.15,0.02,0.08,0.18,0.25,0.33,0.42,0.56,0.71,0.87,1.12,1.19,1.43,1.44,1.58,1.68,0.6,7708.02,0.6
"249","LI F22","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",3,31.5,9738.69,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.2642,37.0371,59.5198,79.6244,93.2627,111.6759,121.7255,131.9873,129.0618,113.247,118.2714,123.7269,122.4875,128.1267,113.9044,0.56,0.52,0.5,0.47,0.43,0.42,0.39,0.37,0.32,0.25,0.23,0.22,0.2,0.2,0.16,0.01,0.06,0.09,0.13,0.19,0.25,0.37,0.54,0.74,1.1,1.23,1.46,1.58,1.74,1.87,0.59,7653.06,0.59
"250","LI F22","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",4,34.5,8890.27,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,12.9878,35.8235,55.0545,73.5976,90.1234,107.4039,106.6219,114.9545,112.2987,118.72,110.7147,87.5066,104.2996,96.3018,91.9912,0.55,0.5,0.46,0.44,0.42,0.41,0.34,0.32,0.27,0.26,0.22,0.16,0.17,0.15,0.13,0.02,0.09,0.16,0.2,0.26,0.35,0.54,0.72,0.92,1.19,1.32,1.62,1.61,1.78,1.85,0.53,6252.02,0.54
"251","LI F22","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",5,35.75,9279.85,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,10.0817,22.9849,28.8111,33.9226,42.859,54.4071,40.8603,46.5197,37.0821,63.3193,48.5295,-2.697,35.9027,25.0068,36.9503,0.43,0.32,0.24,0.2,0.2,0.21,0.13,0.13,0.09,0.14,0.1,0,0.06,0.04,0.05,0.08,0.27,0.48,0.63,0.74,0.83,0.95,1,1.08,1.19,1.17,1.4,1.22,1.29,1.26,0.38,6605.33,0.38
"252","LI F22","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",6,37,7072.92,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,4.7513,5.3744,2.5359,2.1559,6.3525,22.6945,4.4881,14.4401,1.1649,32.5817,10.3001,-49.2877,11.0744,1.8283,9.785,0.2,0.07,0.02,0.01,0.03,0.09,0.01,0.04,0,0.07,0.02,-0.09,0.02,0,0.01,-0.01,0,0.06,0.1,0.12,0.15,0.23,0.28,0.36,0.53,0.54,0.82,0.67,0.8,0.82,0.11,3994.88,0.11
"253","LI F23","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",1,24.5,7337.48,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,14.3004,40.9528,65.4152,87.5804,101.7352,122.9377,129.3298,141.9916,136.6369,127.869,130.7505,128.6951,136.6494,131.5082,118.1761,0.6,0.57,0.54,0.52,0.47,0.46,0.41,0.39,0.33,0.28,0.26,0.23,0.23,0.2,0.17,0.01,0.04,0.09,0.12,0.18,0.23,0.37,0.52,0.74,1.14,1.26,1.61,1.67,1.93,2.1,0.61,6464.99,0.61
"254","LI F23","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",2,29.5,10618.36,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,14.2562,40.6974,63.5215,82.3375,95.091,107.8961,108.3112,114.7023,109.8848,111.1566,105.2923,96.1728,103.5475,103.5302,94.9416,0.6,0.57,0.53,0.49,0.44,0.41,0.35,0.32,0.27,0.24,0.21,0.17,0.17,0.16,0.14,0.01,0.04,0.07,0.12,0.25,0.45,0.71,0.95,1.2,1.51,1.64,1.91,1.93,2.07,2.15,0.6,8874.46,0.6
"255","LI F23","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",3,31.5,9696.68,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.8868,38.6456,61.466,80.52,92.1011,108.0874,117.7919,125.3813,124.4103,116.0843,116.0379,128.2558,124.763,127.5157,110.1286,0.59,0.54,0.51,0.48,0.43,0.41,0.38,0.35,0.3,0.25,0.23,0.23,0.21,0.2,0.16,0.02,0.06,0.1,0.17,0.28,0.38,0.54,0.72,0.9,1.19,1.32,1.49,1.59,1.72,1.83,0.6,8276.87,0.61
"256","LI F23","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",4,34.5,8265.82,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,13.2763,35.887,55.1404,73.2618,89.4569,106.1369,108.4641,116.1365,114.3948,121.3755,117.6583,92.5125,109.1062,102.5721,100.5867,0.56,0.5,0.46,0.44,0.41,0.4,0.35,0.32,0.28,0.27,0.23,0.17,0.18,0.16,0.14,0.02,0.09,0.17,0.25,0.34,0.46,0.63,0.81,1.01,1.28,1.39,1.71,1.69,1.86,1.95,0.54,5705.04,0.55
"257","LI F23","Low Isles","Near transplant blocks","Reef flat",TRUE,"Low Isles flat",5,35.75,7085.91,59.15,179.76,300.37,420.98,541.59,662.2,782.81,903.42,1024.03,1144.64,1265.25,1385.86,1506.47,1627.08,1747.69,10.6752,23.5862,29.8838,34.5784,42.0083,54.3868,43.1537,46.7582,43.8225,67.4357,46.3682,3.1003,29.4309,22.1141,29.6326,0.45,0.33,0.25,0.21,0.19,0.21,0.14,0.13,0.11,0.15,0.09,0.01,0.05,0.03,0.04,0.14,0.39,0.69,0.96,1.18,1.38,1.59,1.72,1.83,1.98,1.99,2.25,2.03,2.05,1.95,0.39,4915.73,0.39
